Date,Rating,Job Title,Summary,ProComments,ConComments,Status,Location,Advice to Mgmt,City,State
7/13/12,3,Senior Investigator,"""Need to pay for experience""",Company car - profit sharing,They don't pay for experience,Former Employee ,,Pay or experience,,
7/11/12,3,Auto Service,"""Sometimes fun, many times very stressful.""","Fun people, good training., good location.",Attendance policy is a bit strict. The pressure and stress to do it right is amazingly high.,Current Employee ,,,,
7/31/12,1,Management,"""Not What is Promised""","Training, benefits, stability, the people who work there","GEICO does not care about its employees, although they allege otherwise. Actions speak louder than words. GEICO works its' associates to death. The reviewer who stated it was the only legal sweat shop in the U.S. was correct. There is a lot of opportunity for advancement, BUT - BE CAREFUL! Once you advance to the Supervisor level, you are expected to work a minimum of 10 hours day and you can forget about life outside of GEICO and any family obligations. Many long time, fully tenured supervisors have chosen to step down from supervision because of the heavy, unbalanced workload. This, of course, is considered career suicide at GEICO. And, it should be noted, that several of those supervisors were rated number 1 and 2 in the department. They were not underachievers. Others are strategically waiting until the 15 year mark when they can collect their pension early at 55. Either way, despite their 7 operating principles, GEICO truly fails in the way it treats its' associates and supervisors. The leadership principles taught there are geared toward a kindergarten class - insulting to an experienced insurance professional with a degree and variousprofessional certifications. Upper management 'leads' by fear and intimidation, which, of course, is NOT true leadership at all!",Current Employee ,,"Care about your associates and your supervisors. Ask yourself, why would so many tenured supervisors with families to provide for choose to leave or step down? Take a honest look in the mirror and practice what you preach. Lead by example.",,
6/24/12,2,Customer Service Representative,"""The benefits and pay are decent, but the stress of being constantly monitored and micromanaged is not worth it.""",#NAME?,#NAME?,Current Employee ,,Stop constantly changing the goals. Start treating employees like humans instead of like robots you are constantly trying to reprogram,,
6/4/12,5,Liability Claims Representative,"""Great community that is always willing to help""","Great health benefits, positive environment, very friendly and helpful coworkers. Great hours and very in depth training (paid training!). If the company does well, you can get quite a nice yearly bonus check","High workload that is difficult to do in the general 8-430 workday. Bonuses are only from the yearly profit sharing, and only offered after a full year at the company.",Current Employee ,,,,
6/8/12,3,Customer Service Representative,"""Sucks to work here""","Good benefits and pay, I guess.",Horrible company structure. GEICO seems to have the belief that they own their employees. Yeah they pay well but what's the point if you never get a day off?,Former Employee ,,Stop acting like GEICO is so great.,,
6/1/12,2,Liability Claims Representative,"""Not the Best Place to Work""",The only good thing was that promotions were quick because of high turnover.,Too worried about the dependibility factor and not employee wellness,Former Employee ,,Learn to listen to workers iinstead of corporate mandates.,,
5/29/12,3,Anonymous Employee,"""Great""",Pay & People and thats it,Schedule. Call center environment can be tough,Former Employee ,,None,,
5/10/12,4,Outbound Sales Agent,"""It is a good place to start a professional career in insurance.""",Good pay for a job that they completely train you on. You get to work with individuals that are very nice because of the rigorous interview process to weed out non motivated individuals. They also pay for you licenses when necessary.,"Working in a cubicle, stationary is a major drawback for me. You also need to sign in and out even to go to the bathroom.",Current Employee ,,,,
5/11/12,3,Anonymous Employee,"""Rough.""","pay, benefits, and their extras are all good and fun but it doesn't make up for the environment","micromanaging, your bathroom breaks are monitored and you really shouldn't take more than 5 minutes, its very much a stressful call center environment",Former Employee ,,Associates are people too,,
5/29/12,1,Anonymous Employee,"""Most Horrible Job I Ever Had!!""",Getting Paid! The slightly higher pay is meant to entice you into staying in this VERY negative environment.,"This company is so stressful that they have to offer a higher pay to keep employees. While in training, our class realized that the turnover rate is 75 to 80%!! Some of the employees that were still there had classes with 10 - 12 people and only 2 or 3 were still there (after 1 year).There were ""coaches"" that were so 'power' hungry and controlling that it was ridiculous. And then these same coaches were actually promoted to Supervisors!! They were constantly gossiping about each other and even overheard to gossip about some new employees in our class!This company is mostly younger people and when you look at the mix, they only hire one 'token' 'older person' in each new class. Maybe if they valued 'experience' and looked for the benefit of older employees, they wouldn't have such high turnover.After only 4 mths at the company, my class of 12 had 5 people leave! One young lady ended up breaking down and crying because of the extreme pressure put on her!It seems that ""training"" is Geico's 2nd largest business, next to insurance. The middle management unfortunately work the day shift and no one is ""watching the roost"" at evening or night shifts. The 'coaches' are like a high school clique , they are lazy and they do not in any way enhance or add to the business.",Former Employee ,,"Start really looking at what is going on at your company! Reports can't tell the whole picture. You actually need to see it for yourself! Doesn't it make you wonder what is going on when your turnover is 75 -80%!! Or is that hidden in a report also? You really need to look at the 'age' problem also. There is a huge benefit to hiring AND keeping mature , experienced employees, and you are missing the boat entirely on that one!",,
5/29/12,1,Customer Service Representative,"""Not a great working environment, lots of micromanaging and false promises....Felt like I was in Highschool!""",Starting pay & benefits..That's it.,Excessive micromanagingVery high turnoverPoor employee moralelots of favoritism,Former Employee ,,"Don't have cramming sessions for training courses. Don't treat employees like children. Make the employees feel they are doing something right instead of always pointing out what you feel is wrong. Stop being overly strict on what is considered an ""A"" call. You are creating a stepford wives environment. Not natural at all. Very fake. Supervisors talk behind the employees back and smile in their faces.",,
5/6/12,3,Anonymous Employee,"""Just okay""","Competitive hourly rate, frequently hiring","Dated workplace environment, dated policies, somewhat boring culture",Former Employee ,,"none, really",,
4/18/12,4,Lead Programmer Analyst,"""GEICO offers stability, great technical experience for e-commerce developers and profit-sharing.""","You feel good about saving customers money. If you are a software engineer, you will get some great hands on experience in developing and managing GEICO web applications, including mobile development. You can pretty much choose to retire at this company as you will have a job for life (as long as you don't screw up - you can get fired). Profit sharing is good. Growth opportunities exist but since no one leaves this company, positions don't open up as frequently. Promotions are from within mostly however. There is a lot to do at this company and it is generally well managed as shown by its steady growth. In regional offices, there are a lot of fun and motivational activities. The head office has a very formal and old-school feel to it.","They won't pay for graduate education. The benefits are fairly basic and I would say below standard compared to some of the other companies I have worked at (medical, dental). Default life insurance amount is especially low and you have to present medical documents to sign up for higher amounts. I didn't have to do that at other companies who offered a much a higher amount for free as well. Facilities (buildings, etc.) are below average and worst among the companies I have worked for so far. GEICO is basically an acquired taste. I have been here for several years and though not completely satisfied, it will be be a tough place for me to leave.",Current Employee ,,"Get lenient on flexible work schedules and working from home. We are an insurance company but we are also a tech/e-commerce company. However, way to maintain the growth and profitability while providing our customers great service for a great price at the same time.",,
4/24/12,3,Anonymous Employee,"""MIsleading as promises and assurances are made during the hiring process regarding advancement opportunities, all untrue""",Decent pay for the areaExcellent benefits package,"Again, misleading impressions made by management regarding advancement opportunityUnrealistic expectations of managementPoor work/life balance",Current Employee ,,,,
4/7/12,3,Anonymous Employee,"""Stable company with decent pay""","Promote from within so if you are a go getter and degreed or pursuing a degree, there is room for growth. GEICO has great stability and continues to grow even in the rough economy right now. There is a range of shifts to work since they are open 24/7. You'll make decent money but never be rich.","When you're new, the preferred shifs can be hard to get, so you may end up working an less desirable shift with split days off. There isn't a lot of promotional opportunities for those who do not have a degree and are not pursuing. Management can get stale sometimes since some are there until they retire. Communication between management and associates could definitely be improved.",Current Employee ,,,,
3/4/12,4,Anonymous Employee,"""IT was a good experience""","The benefits are really good. They have great health insurance, profit sharing, 401Ks, pension and paid vacation",They look at numbers rather than how well you do the job,Former Employee ,,Don't just focus on numbers,,
3/12/12,2,Anonymous Employee,"""Stable job with low pay.""",#NAME?,-Very low pay as you move up - this applies to corporate level jobs-Lack of respect for employees-Don't provide equal benefits to employees with same-sex partners. Not a progressive company.,Current Employee ,,Be more open to change and look to competitors not just for a way to sell more policies. Compete with competitors not just for policyholders but also for the best employees. Treat employees with more respect and become more forward thinking.,,
3/10/12,3,Management,"""Positive and beneficial""",Great to learn a new field and explore different sectors,Promotions based on time there and not skill set.Pay is below market value,Former Employee ,,,,
2/9/12,5,Anonymous Employee,"""Awesome""","Flexibility, competent management, fun environment, great benefits, good people, lots of perks, lots of room for avancement, a strong focus on results","low pay, odd time off policies, way too many eople have been there for way to long, unwillingness to change",Current Employee ,,"Change PTO policy, hold people accountable, do not promote people that are not ready for the next level, set operational hours that make sense",,
2/20/12,3,Anonymous Employee,"""They love to micromanage everything you do.""",Great benefits.. They allow you to move within the company very easily. Working in the claims department gives you the best chance to process in the company.,They micromanage you to death. You can get a downgrade for the stupidest things. Most of the people that work there are lazy and don't want to do there jobs.,Current Employee ,,You need to give the right people the chance to success instead of just going by the numbers that people have.,,
1/7/12,3,Property Agent,"""A great opportunity for those without experience or previous success in sales.""",Fastest growing insurance company 6 years straight. Not one layoff in 75 years of existence. Great benefits and a tremendous opportunity for people lacking sales talent.,"High call volume and very monotonous work. If you have had success in sales, you will be in for a rude awakening here. The top 10% in the Homeowner's sales department turn and burn calls. Calls are graded at critically high level.",Current Employee ,,"Your sales force is your lifeblood. More than 3/4 are unhappy. Better ""spiffs"" and a better bonus structure would merit considerable results in my opinion.",,
12/11/11,4,Systems Engineer,"""It is a challenge daily to complete work assignment""",Benefits immediately on hireProfit sharing enjoyed by Geico Employees whilst most companies have none.Geico has not laid off it's employeesExcellent external customer service provided to customers,Daily challenge to complete work assignmentContinual non paid overtime for exempt employeesDismal customer service provided within support department to internal associatesRegional opportunities are minimal in IT,Current Employee ,,Geico does a fine job with external Customer support; Internal customer support is fractured. Work on inter-departmental support process.,,
12/8/11,4,Anonymous Employee,"""Great people to work with, management tends to be all over the place and pick favorites. If your liked you'll do well.""","Generally a relaxed place to work (depending on the department) and definitely good people. However, if you havge no idea what your doing, you get by, if you work hard you get more work and you get the same raise at the end of the year. They say raises are based on merit but I doubt that.","If your not liked you generally will not advance or get the raises you deserve. If you do average work or extraordinary work, are rated a 3 or a 5 it seems that the raises are relatively in the same vacinity and dont vary enough to work that hard.",Former Employee ,,"Learn how to manage people and deligate effectively. Simply barking at people and showing little recognition doesnt always help. Unfortunately, people in management positions feel like they have to be mean, rude and stern to their employers or that their owed something for attaining that position. Well heres a reality kicker, the people underneathe you (your employees) are the ones that make you look good or bad at the end of the year. The better a manager you are the more work you'll get out of your employees.",,
1/3/12,1,Anonymous Employee,"""The worst place I've ever worked""","Good benefits and pay. The people in your section, not the supervisor, are great to work with.",If you're not liked you won't do well. This is an aweful company to work for. If you don't have a college degree then they won't like you. The supervisors are always talking to each other andnever at their desk unless Tony is there. Then they'll get mad if you go to another supervisor. If you're ever placed on a warning don't expect your supervisor to do their job and help you. You'll have to help yourself. Plus HR won't listen to any complaints because their all friends with supervisors and managers.,Former Employee ,,Start listing to your employees. The employees know more what it's like to be on the phone all the time then you do. If it's been awhile since you've been on the phone full time then start listening to employees.,,
11/15/11,1,Auto Damage Adjuster,"""Over worked and under paid""","I get a pay check every other weekGood support from middle managementIt's a job in a poor economy, that comes directly from upper management.","Over worked, the work load is a joke that is not funny.Under paid, I have not received a raise in the last three years because upper management changes the core metrics or our goals in the last quarter to make sure no one gets a raise.",Current Employee ,,"Stop playing games, none of your employees are happy.",,
10/21/11,2,Anonymous Employee,"""MICRO MANAGING""",No commute. Personally I'm there because it's located close to my home and outside DC. The benefits are good but they only give you 3 days sick leave.,You have to take FMLA anytime you need off for being sick or if your kids are sick. The dependability requirement is very hard to maintain because they only give you 3 days sick leave and this leave does not include having to take off if your kids are sick. Phone reps are scored on whats called A calls. This includes Customer interaction and Quality. The calls are monitored by other employees who know you. This is not anonymous. So if you don't have a good relationship with the people monitoring your calls there is a way they can sabotage you. It's very corrupt even when they say they are not there is no way to prove it.,Current Employee ,,Have a better way to monitor calls. Have a series of 3 people outside the company monitor the calls and grade calls. All 3 montors have to agree on the grade of the call.,,
10/9/11,3,Attorney,"""Get you experience and get out""",Stable. Good starting salary. Good benefits. Not many jobs give you health insurance your first day.,Crazy bosses. Horrible raises. Unreasonable sick leave policies.They give you sick leave but you're not allowed to take it. Their health insurance offers zero benefits for IVF. They treat you like a person punching a time card at a factory rather than treat you like a lawyer.,Current Employee ,,Practice what you preach. CEO gets a huge bonus but average raise was &lt;2%,,
9/26/11,4,Anonymous Employee,"""growth opportunities and stability""",GEICO is a very solid corp. Never lays off. Provides opportunities for self-development and growth within the company. Well managedin terms of growth and profitability.,Succession plan criteria is unclear.,Current Employee ,,,,
9/25/11,1,Anonymous Employee,"""Unsatisfying""",Steady work. Job security. Nearly impossible to get fired.,Favoritism. Work not equally distributed.,Current Employee ,,,,
8/17/11,2,Auto Damage Adjuster,"""terrible""",good benifefits for employees from profit sharing to health care,"Draconian managment and standards very poor leadership at the initial supervisory method. As an auto damage adjuster clear standards were never stated. Estimates were never deemed appropriate, either too much in favor of the insured/claimant or too much in favor of the shop (whoever complained the loudest). Supervisors and management behave condesendingly to subordinates.",Former Employee ,,,,
7/29/11,4,Customer Service Representative,"""Hard work but rewarded for work""",The benefits are great from the start.,They watch over you like a hawk,Current Employee ,,,,
8/15/11,3,Black Belt,"""Decent company culture but keep moving if you don't want the slow road to career advancement""","There is a strong positive culture. Individuals who get promoted to director or higher tend to be relatively competent. Profit sharing is a high percentage of salary, but it is variable and doesn't help if the actual salary is low.",The salary is pretty low compared to most other companies and the amount of time to rise through the ranks is incredibly long. There is no profit sharing for the first year and it takes 6 years!!! to vest.,Former Employee ,,The six sigma program needs to be strengthened and supported. The in-house black belts don't know what they are doing but there is no incentive for the few external belts to stay (no advancement potential and relatively low salary),,
6/6/11,3,Auto Service Phone Agent,"""It's a roller-coaster, some days it is an amazing place to work, other days its a nightmare.""",Promote from withinOn site/ paid trainingDecent PayA lot of free merchandise,Some motionless supervisors and managersVery strict guidelines on attendanceConstant change in procedure,Current Employee ,,,,
5/16/11,4,Anonymous Employee,"""Decent Place to Work""","Great benefits, 401K, Profit Sharing, great training and support. Overall, I have enjoyed working for GEICO. The pay is better than most jobs in the area",The hours and shifts can be unfortunate. Using sick time is frowned upon. The dress code is silly (business causual m-f),Current Employee ,,There is so many members of management that it's hard to judge them as a whole. I have worked with some wonderful supervisors,,
5/10/11,5,Claims Service Representative,"""good""","a great company to work for, people are nice and food is great. I have time to get off from work and pay is decent.","not being able to speak with everyone, the pending can be heavy at times. During the summer claims are at a high volume",Current Employee ,,"Management is good, needs to hire more managers to manage all of the employees. Management needs to be more knowlege at times.",,
5/19/11,2,Claims Service Representative,"""Geico is a stable job that offers opportunities for advancement yet tends to be a more negative environment.""","Competitive Pay, Year End Bonus, Opportunities for Advancement, Great Schedule, Numbers-Based System (great for the competitive person). Close to great restaurants.","The environment in general is not a positive one. Unfortunately, most employees feel micro-managed. There is a lack of communication among management and employees. There is an overall poor morale among employees. If you are hired on here, focus on coming in, working hard, and stay out of the drama of the work place.",Current Employee ,,"You have a tough job to manage this location. Listen to employees. However, do what is best for the company to grow and move forward. We need to get better and increase our numbers.",,
5/15/11,2,Anonymous Employee,"""While it is a stable job, it is not a career fit for me.""","benefits, profit sharing, strong company, stable in recession, standard schedule, work/life balance, conservative approach to operations, open door management policy","work is not rewarding or interesting, attendance requirement of 97% does not take into account real life,employees not treated like human beings, more like numbers",Current Employee ,,truly take into account the ramifications of decisions before making them in order to avoid having to back track; it's ok to be fanatical for customer service but your employees are your customers too and should be treated the same way - they are your most valuable asset,,
5/12/11,3,Anonymous Employee,"""Very traditional""",Very stable company in the sense of economics. Low cost provider. Here you learn how to be frugal and efficient with less. Good for the first jobs. Very traditional and low cost model. Most lower and middle management are fair and good people to work with.,"Poorly educated staff. Most of lower management do not have proper university education. Politics is part of everyday life here. So be careful how you play if you decide to play, just like any big organization. Not the average place of work, processes are not always written in stone. Compensation is sub par. I guess the education factor is a big issue in lower compensation.",Current Employee ,,Upper management is very focused and growth oriented. The IT departments need major renovation.,,
3/25/11,3,Anonymous Employee,"""It used to be a good place to work""","The profit sharring pay was very veryy good, and most of the people that work there do a very good job","more work than is possible to complete, you have to be willing to work long hours and spend some weekends up in the office",Current Employee ,,I do not have any feedback that i wish to give to upper management as this time best of luck,,
3/9/11,5,Anonymous Employee,"""Don't whine and you'll get ahead.""","-Career advancement to the top 5% of performers (as it should be, why promote from the second quartile?)-Competitive pay-Annual Merit increases up to 12%-Fabulous benefits-The CEO will tear up at the thought of ever laying anyone off. youre\ job is 100% s","As you can see from some of these reviews, people who aren't good at their jobs are the loudest ones. They will be very nice people who you'd like to be friends with but they are constantly complaining why their bad numbers aren't their fault. Its hard to balance being friendly with people like that and being lumped in with their attitudes. As a result, if you are looking for advancement you can only be friends with other people who take responsibility for their numbers.The ""dependability"" can be a little harsh, but if you are only calling out when its a genuine need you'll be fine. The people saying ""you cant have a family"" are probably calling in over colds. I started out in this company with no college degree and i have had 2 kids since i started. I have still been promoted 4 times in 4 years.",Current Employee ,,"i'd like to say ""level with the people"" because i'd like to think if you told people why they were being micromanaged they could take it. but i'm not sure they could. You're being micromanaged because you tend to screw up. If you had a reputation for doing things right, they wouldn't mircomanage you",,
3/7/11,4,Anonymous Employee,"""Good company.""",The managers were reasonable. The co-workers were nice. People were friendly and helpful in general. There was a lot of opportunities for advancement.,A little too conservative at times. The office and the equipment was outdated. The sick day policy was a little bit annoying.,Former Employee ,,"If you are in the middle of a blizzard, consider closing the office to let your employees stay at home safe.",,
3/18/11,3,Anonymous Employee,"""why all the hoops""",good company steady pay check no lay offs great training certifications discounts,limited growth mid and up management,Current Employee ,,,,
3/11/11,3,Claims Service Representative,"""Never satisfied always asking people to work harder and faster.""",Great benefits and opportunity for advancement. Flexible with handling time off requests. Stable company with lots of growth potential. Ambitious company.,They are focused on squeezing the most from it's employees. Upper management pretends to care about associates but does nothing to decrease the workload,Current Employee ,,Listen to your employees recognize and reward them when they do a good job. Make changes that will increase employees productivity but not impact their quality of life.,,
2/23/11,5,Claims Service Representative,"""Excellent Company""","Excellent benefits package, and availibility within the company for promotions. You have excellent opportunity to show your stuff in front of managers.",This company is a 365 days a year no determined holidays off with them. But that is the companies prospective of customer service.,Former Employee ,,"there is not much of what to say about the managers, they make sure that everyone is working and are always on the floor.",,
3/29/11,1,Customer Service Representative,"""bad""",The benefits are pretty good. Other than that not much to say positive about the company. Sorry Warren. It's a shame.,It's the equivalent to a sweat shop. They expect you to do the job of 2-3 people and get paid for one.,Current Employee ,,Go on Undercover Boss to expose bad management!,,
3/28/11,1,Senior No Fault,"""Very stressful, demeaning and horrible, they hold little to no value of people""",The health care beneifts are excellent.,"Where does one start. Pendings are given as punishment. If you are not willing to put in free overtime (about 20 hours a week) or rat out on your neighbor you wont move. Rumors that the people who run the company are sick, making people uneasy. Profit sharing is down and they dont fire, the demote you to an unreasonable amount of money to avoid paying unemployment. They fight every case and poor supervisors get laughed at in the hearings. My supervisor was a beauty school drop out! Married Managers sleeping with married supervisors (one recently demoted due to that and playing with the numbers). The men flirt very sleazy with they young girls (if the wifes knew!). They start rumors about people and recruit people to help. Not a place for middle aged women or moms. I am glad to be free. I left, was not fired. Sad because it used to be a decent place to work.",Former Employee ,,Do an secret undercover mission. You would be shocked to see how bad the no fault is run and how the money is running out the window! Lean Six Sigma numbers my butt.,,
2/21/11,2,Anonymous Employee,"""good entry level position but not much opportunity for advancement afterward""","good brand, friendly people, decent benefits","poor compensation, very political, poor feedback from managers",Current Employee ,,,,
2/6/11,2,Senior Programmer Analyst II,"""not so great""",#NAME?,"-- No technical contributions from the lead to the overall team work. They are just paper pusher eating very high salary..-- Low salary compared to other companies, they say they make it up in 401K etc..Not a great way to keep people happy-- No room to le",Current Employee ,,Take IT as a growth driver to the business and try to come up with some innovative ways to create strong teams.,,
1/1/11,4,Anonymous Employee,"""Good experience, good development opportunities, good job security, but below average pay""",Job SecuritySupportive Management / EnvironmentDevelopment Opportunities,Below average salaryStingy at times,Former Employee ,,,,
12/8/10,2,Customer Service Representative,"""Terrible facility that is understaffed""",-Decent pay and benefits weren't bad-Immediate supervisors were fairly understanding about personal issues and workplace frustration-Training is thorough,"-The desire to be the ""low cost provider"" results in facilities that are old, unattractive, and dirty.-The high turnover rate causes chronic understaffing which aggravates customers who take it out on associates.-To try and make work more ""fun"" they do th",Former Employee ,,"-DO NOT ask for feedback if you know you won't make a change. It is more frustrating to provide well-reasoned responses and be told ""Sorry!"" than it is to be told ""This is how it is and it can't be changed.""",,
12/2/10,2,Senior Analyst,"""minimalizing""",safe - may people are here for whole careers.,"opportunities are for the favored, extreme favoritism, inconsistent treatment from manager to manager, inflexible time schedules and frankly the pay is not that great when you have to count on profit sharing (which the company places in a 401k ""for you"" in the form of a ""contribution"".) shouldn't have to count on it to make the same level of salary as elsewhere. There was a time for advancement based on ability, no more",Current Employee ,,"flexible time schedule, better pay, more open with possibilities",,
10/12/10,3,Anonymous Employee,"""Great company""",Great company take good care of their employees in numerous ways,can show favorites and not very focused on doing what's best for getting the job done. might just be the dept I worked in.,Current Employee ,,working on making management more as one instead of each one different and having different rules.,,
9/19/10,4,Anonymous Employee,"""Good company""",Senior management communicates clearly with all associates,Old facilities and very closed off culture,Former Employee ,,None,,
9/2/10,5,Auto Damage Adjuster,"""Moved and Happy""","Great support from management, very competitive salary and benefits. In depth training and continued support from the training department. Great support staff. Very open company in regards to information passed down to non-management personnel and feedback on both good decisions and mistakes.","Outdated claim systems compared to other insurers, but promises to replace/improve it. Some what compartmentalized regions, no (obvious) inter-region work being done to make workflow and training consistant.",Current Employee ,,"Make the training across the regions consistent, I was recently in a situation where several people from different regions where together and it was obvious that one region received much better/more training than others.",,
9/14/10,3,Anonymous Employee,"""Neutral Review""",The best reason to work at GEICO is job security. I never had to worry about losing my job during this recent recession.,"The company's total compensation is weak, and therefore, turnover is very high. Management does not seem to care that good employees leave all the time.In addition, the company is not as 'progressive' as other companies in the same industry (pun intended).",Current Employee ,,"GEICO's competitive edge, internet business, is slowly dying. A new campaign is necessary to stay competitive in this industry. Cash for Quotes is not going to help drive growth and profitability over the next decade.",,
8/18/10,4,Anonymous Employee,"""Safe, but low ceiling""",Bonus for all employeesno layoffslife-work balance,compensation relatively loweducation reimbursement not available to all,Former Employee ,,full vesting in 401K should be sooner than 7 years,,
9/15/10,1,Customer Service Representative,"""There is a reason why they are constantly hiring customer service""","job doesnt depend on the market, its the law to have this product!pay was ok, 31k a year.profit sharing was nice","turn over turn over turn over. if you are headed or thinking about customer service dont do it. pick something else or run. they hire a groups of 12 constantly because people are always quitting. for example: when I got hired there were 10 of us. now there are 2 only within 8 months of being hired. the group before me there is only 1 left. I'm on a team with my supervisor with 8 people now and the oldest tenured person has only been here 1.5 years and its hard to find someone besides a manager that has been there for over 2 years when it comes to customer service. I know some of you might be desperate, but please pick something else besides customer service. to give you an idea of what you will be doing on a day to day basis.come to work, get on the phones and dont ever get off the phones, and never take a break. phone calls non stop with no breaks in between phone calls. as soon as that phone call ends you are on the phone with the next customer. there is usually about 15 calls on hold. and you will do this for 8 hours 5 days a week. if you are working on something for a customer but not on the phone, management will come on you and tell you to stop and get back on the phones.another bad thing is that you will not get sat and sun off. u will get one week day off and either sat or sunday off. and no u cant have monday or friday off.",Current Employee ,,way too micromanaged and waste a lot of resources money from continuing hiring new people . i thought this was about retaining and being low cost?,,
8/6/10,2,Claims Service Representative,"""Wouldn't Recommend""",Great Pay .. thats about it.,"- Long hours.- Geico is EXTREMELY picky about missing work .. if your sick, you have to let them know the day before that you'll be calling out of work .. And even then, that still may count against you.- You can miss about 3 days (regardless of why those",Former Employee ,,Spend more time training the Supervisors. It's a shame when the claims representatives do their job better than the sups.,,
7/8/10,4,Anonymous Employee,"""Be ready to work!""","They clearly have high expectations. If you can handle and appreciate critique, then it is a fantastic place to grow as a person. They have fantastic benefits and want to help their employees with continuing education. They have an open door policy with any and all managers and encourage employees to find a mentor within the company.","While dependability is certainly important regardless of what line of work your in, they seem to take this a step too far.",Current Employee ,,"I would recommend they do not standards when it comes to dependability, but I would encourage them trust their supervisors a little more. Sickness happens to us all. Holding a great employee's career back because they used sick days that they earned (and they were actually sick w/ a doctors not) seems to be a bit much. Trust supervisors to find out whether or not it was a legitimate sickness.",,
6/24/10,4,Anonymous Employee,"""Good place to work""","Good pay, good benefits, nice profit sharing. Good support from supervisor and management. Very friendly work environment. Excellent room to move up.","Sometimes the management forgets how things are really done. They need to take a look back and remember the ""little people"".",Current Employee ,,"Quit adding more things to do in one day, you only have so much time to complete everything before you start cutting corners on the customers and the customer service.",,
6/17/10,4,Anonymous Employee,"""GEICO has great benefits""",Great BenefitsJob security - the company does not lay off peopleHigh bonus at the end of the year if company is doing good,Not flexible schedule - have to work fixed hoursTelecommuting is not allowed,Current Employee ,,The IT people deserve flexible schedule,,
6/21/10,3,Adjuster,"""good company""","overall a good company. they provide training, and a fair salary","you have to deal with angry customers. if you dont like getting your hands dirty, this may not be for you",Current Employee ,,"management should listen more to employee concerns. other than that, i was satisfied with geico",,
6/4/10,5,Claims Service Representative,"""Great place to work""","THe salary was great, and a great opportunity for growth, especially in the claims department where I worked","I sometimes had to work on Saturday, in addition to working Mon-Fri, BUT, i did get paid overtime for this, so it wasn't much of a negative. the only other thing would be having to deal with rude people over the phone, but this isn't anything GEICO can control. well...I had to write something for a ""cons"", this is it, a good company to work for.",Former Employee ,,not much really. they treat you well.,,
6/16/10,3,Customer Service Representative,"""Ridiculous""","Good benefits, profit sharing, vacation time isn't terrible","While they have a good training program for their employees, they fail to provide updated information to older employees, which leads for a lot of inconsistency. They also put their service employees under immense amounts of stress, and will fire you at the drop of a hat.",Former Employee ,,Value your employees hard work,,
6/8/10,2,Customer Service Representative,"""Stress for no reason""",Benefits are very good.Good cafeteriaGreat personnel,"Phone monitoring is unreasonableKeystoke capture is understandable, yet annoying.Breaks MUST be taken on time or you get written up.",Former Employee ,,Listen to your front line employees and stop having management lurking when you come into town.,,
5/20/10,5,Anonymous Employee,"""I would suggest""","Working for this company is not simply a job to earn a paycheck, it's a career where you are able to grow professionally. When asked, I proudly share that I was a part of one of the best places to be employeed, and they are responsible for teaching me how to succeed in the corporate world. I would not only suggest, but encourage others to research employement opportunities here.",This particular company has the least flaws of any other I have worked for in prior years. My sole reason for chosing to leave was to stay home with my child.,Former Employee ,,"The senior leadership and upper management at this company are unlike any other. Their communication is superb, and they have the unique ability to speak with front line associates as if they were colleagues.",,
5/17/10,3,Anonymous Employee,"""Its the 1% that kills you""","Reccognized company name, Good benefits package, Nice, clean working environment with employees treated respectfully. Good job if you like to be in highly structured environment with little room for individualization.",It is hard to get time off for family and children's events as there is no time available on a normal basis. You are constantly being told what you did wrong in a call or on a file even if 99% of it was perfect its not good enough. You rarely hear of the 99% you did right since they are too busy telling you what you could have done better.,Current Employee ,,A little more emphasis on the positive.,,
3/13/10,2,Vice President,"""Decent company, bad food""","Great professional opportunities. Had great leadership training courses, and have been encouraged to share ideas with senior management. Vacation time is generous to say the least.",Food is of poor quality. That's superficial but it's a factor.,Current Employee ,,Keep it up. feed us better.,,
